Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"Clark County, Illinois",Private,1011 Natural resources and mining,,33,146,147,148,"1,757,096",919,2.67,3.18
2023,2,County,Illinois,"Clark County, Illinois",Private,1012 Construction,,32,260,267,275,"3,984,203","1,146",1.20,1.49
2023,2,County,Illinois,"Clark County, Illinois",Private,1013 Manufacturing,,22,"1,103","1,100","1,094","15,898,230","1,113",2.98,3.44
2023,2,County,Illinois,"Clark County, Illinois",Private,102 Service-providing,,205,"2,100","2,079","2,072","18,809,754",694,0.67,0.57
2023,2,County,Illinois,"Clark County, Illinois",Private,"1021 Trade, transportation, and utilities",,59,715,715,706,"8,027,613",867,0.87,1.07
2023,2,County,Illinois,"Clark County, Illinois",Private,1022 Information,,8,30,32,31,"172,842",429,0.37,0.09
2023,2,County,Illinois,"Clark County, Illinois",Private,1023 Financial activities,,24,244,248,248,"2,961,948",924,1.00,0.74
2023,2,County,Illinois,"Clark County, Illinois",Private,1024 Professional and business services,,29,121,118,126,"1,422,149",899,0.20,0.15
2023,2,County,Illinois,"Clark County, Illinois",Private,1025 Education and health services,,16,249,237,237,"2,806,385",896,0.34,0.42
2023,2,County,Illinois,"Clark County, Illinois",Private,1026 Leisure and hospitality,,41,586,577,583,"2,436,482",322,1.20,1.04
2023,2,County,Illinois,"Clark County, Illinois",Private,1027 Other services,,27,154,151,140,"981,535",509,1.07,0.95
2023,2,County,Illinois,"Clark County, Illinois",Private,1029 Unclassified,,1,1,1,1,800,62,0.09,0.01
2023,2,County,Illinois,"Clay County, Illinois",Total Covered,"10 Total, all industries",,311,"4,612","4,622","4,631","55,418,885",922,1.00,1.00
2023,2,County,Illinois,"Clay County, Illinois",Federal Government,"10 Total, all industries",,7,36,33,33,"470,133","1,064",0.38,0.32
2023,2,County,Illinois,"Clay County, Illinois",Local Government,"10 Total, all industries",,22,920,923,908,"11,394,719",956,2.11,2.35
2023,2,County,Illinois,"Clay County, Illinois",Private,"10 Total, all industries",,282,"3,656","3,666","3,690","43,554,033",913,0.93,0.92
2023,2,County,Illinois,"Clay County, Illinois",Private,101 Goods-producing,,68,"1,791","1,784","1,824","25,944,941","1,109",2.64,2.87
2023,2,County,Illinois,"Clay County, Illinois",Private,1011 Natural resources and mining,,37,218,217,228,"2,250,839",783,3.89,3.54
2023,2,County,Illinois,"Clay County, Illinois",Private,1012 Construction,,14,52,52,56,"638,527",921,0.23,0.21
2023,2,County,Illinois,"Clay County, Illinois",Private,1013 Manufacturing,,17,"1,521","1,515","1,540","23,055,575","1,163",3.96,4.33
2023,2,County,Illinois,"Clay County, Illinois",Private,102 Service-providing,,214,"1,865","1,882","1,866","17,609,092",724,0.57,0.46
2023,2,County,Illinois,"Clay County, Illinois",Private,"1021 Trade, transportation, and utilities",,72,839,851,826,"8,331,056",764,0.96,0.97
2023,2,County,Illinois,"Clay County, Illinois",Private,1022 Information,,7,101,103,99,"1,902,587","1,449",1.11,0.83
2023,2,County,Illinois,"Clay County, Illinois",Private,1023 Financial activities,,27,173,165,166,"2,048,190",938,0.63,0.44
2023,2,County,Illinois,"Clay County, Illinois",Private,1024 Professional and business services,,21,93,91,108,"767,707",607,0.16,0.07
2023,2,County,Illinois,"Clay County, Illinois",Private,1025 Education and health services,,29,310,319,318,"2,737,964",667,0.44,0.35
2023,2,County,Illinois,"Clay County, Illinois",Private,1026 Leisure and hospitality,,27,245,247,250,"1,172,810",365,0.49,0.44
2023,2,County,Illinois,"Clay County, Illinois",Private,1027 Other services,,31,104,106,99,"648,778",485,0.71,0.55
2023,2,County,Illinois,"Clinton County, Illinois",Total Covered,"10 Total, all industries",,932,"12,136","12,300","12,354","140,812,612",883,1.00,1.00
2023,2,County,Illinois,"Clinton County, Illinois",Federal Government,"10 Total, all industries",,16,92,96,94,"1,442,698","1,181",0.40,0.39
2023,2,County,Illinois,"Clinton County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Clinton County, Illinois",Local Government,"10 Total, all industries",N,50,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Clinton County, Illinois",Private,"10 Total, all industries",,864,"9,484","9,633","9,745","105,733,026",845,0.92,0.88
2023,2,County,Illinois,"Clinton County, Illinois",Private,101 Goods-producing,,227,"2,619","2,736","2,811","39,655,388","1,121",1.53,1.73
2023,2,County,Illinois,"Clinton County, Illinois",Private,1011 Natural resources and mining,,49,797,802,816,"11,895,305","1,137",5.22,7.36
2023,2,County,Illinois,"Clinton County, Illinois",Private,1012 Construction,,138,973,"1,030","1,078","17,201,449","1,288",1.66,2.20
2023,2,County,Illinois,"Clinton County, Illinois",Private,1013 Manufacturing,,40,849,904,917,"10,558,634",913,0.88,0.78
2023,2,County,Illinois,"Clinton County, Illinois",Private,102 Service-providing,,637,"6,865","6,897","6,934","66,077,638",737,0.79,0.68
2023,2,County,Illinois,"Clinton County, Illinois",Private,"1021 Trade, transportation, and utilities",,221,"2,809","2,827","2,827","29,378,532",801,1.24,1.34
2023,2,County,Illinois,"Clinton County, Illinois",Private,1022 Information,,6,17,18,17,"119,184",529,0.07,0.02
2023,2,County,Illinois,"Clinton County, Illinois",Private,1023 Financial activities,,52,415,425,418,"5,059,352",928,0.60,0.43
2023,2,County,Illinois,"Clinton County, Illinois",Private,1024 Professional and business services,,78,494,500,528,"6,451,382",978,0.29,0.23
2023,2,County,Illinois,"Clinton County, Illinois",Private,1025 Education and health services,,96,"1,629","1,628","1,642","17,082,311",805,0.84,0.87
2023,2,County,Illinois,"Clinton County, Illinois",Private,1026 Leisure and hospitality,,98,"1,149","1,142","1,140","5,361,959",361,0.83,0.78
2023,2,County,Illinois,"Clinton County, Illinois",Private,1027 Other services,,85,352,357,362,"2,624,918",566,0.98,0.87
2023,2,County,Illinois,"Clinton County, Illinois",Private,1029 Unclassified,,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Coles County, Illinois",Total Covered,"10 Total, all industries",,"1,051","23,058","23,356","23,123","279,422,422",927,1.00,1.00
2023,2,County,Illinois,"Coles County, Illinois",Federal Government,"10 Total, all industries",,13,144,143,139,"2,319,100","1,256",0.32,0.32
2023,2,County,Illinois,"Coles County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Coles County, Illinois",Local Government,"10 Total, all industries",N,33,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Coles County, Illinois",Private,"10 Total, all industries",,"1,004","19,238","19,459","19,549","224,965,537",891,0.99,0.94
2023,2,County,Illinois,"Coles County, Illinois",Private,101 Goods-producing,,177,"2,464","2,501","2,595","41,364,397","1,263",0.75,0.91
2023,2,County,Illinois,"Coles County, Illinois",Private,1011 Natural resources and mining,,29,146,143,152,"3,321,642","1,738",0.52,1.04
2023,2,County,Illinois,"Coles County, Illinois",Private,1012 Construction,,107,816,846,892,"13,346,121","1,206",0.73,0.86
2023,2,County,Illinois,"Coles County, Illinois",Private,1013 Manufacturing,,41,"1,502","1,512","1,551","24,696,634","1,248",0.80,0.92
2023,2,County,Illinois,"Coles County, Illinois",Private,102 Service-providing,,827,"16,774","16,958","16,954","183,601,140",836,1.03,0.95
2023,2,County,Illinois,"Coles County, Illinois",Private,"1021 Trade, transportation, and utilities",,233,"3,706","3,681","3,679","38,320,333",799,0.86,0.88
2023,2,County,Illinois,"Coles County, Illinois",Private,1022 Information,,7,431,433,433,"6,668,714","1,187",0.97,0.58
2023,2,County,Illinois,"Coles County, Illinois",Private,1023 Financial activities,,94,793,791,832,"13,900,661","1,328",0.63,0.59
2023,2,County,Illinois,"Coles County, Illinois",Private,1024 Professional and business services,,133,"3,253","3,410","3,370","36,394,008",837,0.99,0.66
2023,2,County,Illinois,"Coles County, Illinois",Private,1025 Education and health services,,128,"5,813","5,836","5,878","73,339,415",966,1.62,1.87
2023,2,County,Illinois,"Coles County, Illinois",Private,1026 Leisure and hospitality,,132,"2,191","2,207","2,170","10,643,011",374,0.85,0.79
2023,2,County,Illinois,"Coles County, Illinois",Private,1027 Other services,,100,587,600,592,"4,334,998",562,0.85,0.73
2023,2,County,Illinois,"Cook County, Illinois",Total Covered,"10 Total, all industries",,"142,939","2,537,335","2,557,906","2,592,256","50,657,257,878","1,521",1.00,1.00
2023,2,County,Illinois,"Cook County, Illinois",Federal Government,"10 Total, all industries",,255,"39,248","39,357","39,555","959,857,971","1,875",0.80,0.72
2023,2,County,Illinois,"Cook County, Illinois",State Government,"10 Total, all industries",,18,"22,037","21,802","21,455","500,929,252","1,770",0.28,0.30
2023,2,County,Illinois,"Cook County, Illinois",Local Government,"10 Total, all industries",,984,"231,040","233,634","239,649","4,562,348,195","1,495",1.00,1.03
2023,2,County,Illinois,"Cook County, Illinois",Private,"10 Total, all industries",,"141,682","2,245,010","2,263,113","2,291,597","44,634,122,460","1,515",1.03,1.03
2023,2,County,Illinois,"Cook County, Illinois",Private,101 Goods-producing,,"17,161","252,065","253,777","257,815","5,162,988,684","1,560",0.67,0.63
2023,2,County,Illinois,"Cook County, Illinois",Private,1011 Natural resources and mining,,134,"1,603","1,662","1,709","27,209,776","1,262",0.05,0.05
2023,2,County,Illinois,"Cook County, Illinois",Private,1012 Construction,,"11,406","74,950","77,139","79,621","1,749,147,998","1,742",0.58,0.62
2023,2,County,Illinois,"Cook County, Illinois",Private,1013 Manufacturing,,"5,621","175,512","174,976","176,485","3,386,630,910","1,483",0.81,0.70
2023,2,County,Illinois,"Cook County, Illinois",Private,102 Service-providing,,"124,521","1,992,945","2,009,336","2,033,782","39,471,133,776","1,509",1.11,1.13
2023,2,County,Illinois,"Cook County, Illinois",Private,"1021 Trade, transportation, and utilities",,"29,298","458,946","462,285","465,341","7,443,128,598","1,239",0.97,0.94
2023,2,County,Illinois,"Cook County, Illinois",Private,1022 Information,,"3,024","49,591","49,552","49,280","1,752,301,784","2,724",0.99,0.84
2023,2,County,Illinois,"Cook County, Illinois",Private,1023 Financial activities,,"14,185","205,148","205,279","208,981","7,049,439,275","2,626",1.42,1.66
2023,2,County,Illinois,"Cook County, Illinois",Private,1024 Professional and business services,,"30,288","461,392","463,344","469,143","11,828,923,472","1,958",1.23,1.18
2023,2,County,Illinois,"Cook County, Illinois",Private,1025 Education and health services,,"17,130","456,474","459,558","460,085","7,272,001,164","1,219",1.13,1.03
2023,2,County,Illinois,"Cook County, Illinois",Private,1026 Leisure and hospitality,,"14,155","266,175","273,895","282,915","2,660,763,964",746,0.99,1.08
2023,2,County,Illinois,"Cook County, Illinois",Private,1027 Other services,,"16,090","94,759","94,935","97,547","1,459,427,648","1,173",1.25,1.35
2023,2,County,Illinois,"Cook County, Illinois",Private,1029 Unclassified,,351,460,488,490,"5,147,871",826,0.07,0.04
2023,2,County,Illinois,"Crawford County, Illinois",Total Covered,"10 Total, all industries",,419,"7,383","7,316","7,433","112,911,926","1,177",1.00,1.00
2023,2,County,Illinois,"Crawford County, Illinois",Federal Government,"10 Total, all industries",,10,50,53,55,"680,138",993,0.39,0.23
2023,2,County,Illinois,"Crawford County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Crawford County, Illinois",Local Government,"10 Total, all industries",N,36,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Crawford County, Illinois",Private,"10 Total, all industries",,372,"5,676","5,567","5,641","91,090,208","1,245",0.88,0.94
2023,2,County,Illinois,"Crawford County, Illinois",Private,101 Goods-producing,,86,"2,492","2,366","2,385","60,423,011","1,925",2.15,3.28
2023,2,County,Illinois,"Crawford County, Illinois",Private,1011 Natural resources and mining,,36,163,167,167,"1,852,389",860,1.78,1.43
2023,2,County,Illinois,"Crawford County, Illinois",Private,1012 Construction,,30,548,407,406,"10,473,056","1,776",1.04,1.67
2023,2,County,Illinois,"Crawford County, Illinois",Private,1013 Manufacturing,,20,"1,781","1,792","1,812","48,097,566","2,061",2.90,4.44
2023,2,County,Illinois,"Crawford County, Illinois",Private,102 Service-providing,,286,"3,184","3,201","3,256","30,667,197",734,0.62,0.39
2023,2,County,Illinois,"Crawford County, Illinois",Private,"1021 Trade, transportation, and utilities",,91,"1,125","1,115","1,107","11,493,076",792,0.80,0.65
2023,2,County,Illinois,"Crawford County, Illinois",Private,1022 Information,,7,58,63,66,"421,130",520,0.46,0.09
2023,2,County,Illinois,"Crawford County, Illinois",Private,1023 Financial activities,,33,259,262,260,"2,979,029",880,0.62,0.32
2023,2,County,Illinois,"Crawford County, Illinois",Private,1024 Professional and business services,,42,456,455,461,"7,326,752","1,232",0.42,0.33
2023,2,County,Illinois,"Crawford County, Illinois",Private,1025 Education and health services,,33,416,416,438,"4,068,160",739,0.37,0.26
2023,2,County,Illinois,"Crawford County, Illinois",Private,1026 Leisure and hospitality,,41,715,732,773,"3,071,168",319,0.94,0.56
2023,2,County,Illinois,"Crawford County, Illinois",Private,1027 Other services,,38,153,156,149,"1,281,882",646,0.67,0.53
2023,2,County,Illinois,"Crawford County, Illinois",Private,1029 Unclassified,,1,2,2,2,"26,000","1,000",0.10,0.09
2023,2,County,Illinois,"Cumberland County, Illinois",Total Covered,"10 Total, all industries",,186,"2,891","2,909","2,959","35,422,941",933,1.00,1.00
2023,2,County,Illinois,"Cumberland County, Illinois",Federal Government,"10 Total, all industries",,8,30,28,26,"377,380","1,037",0.46,0.41
2023,2,County,Illinois,"Cumberland County, Illinois",Local Government,"10 Total, all industries",,17,388,387,380,"4,440,434",887,1.38,1.44
2023,2,County,Illinois,"Cumberland County, Illinois",Private,"10 Total, all industries",,161,"2,473","2,494","2,553","30,605,127",939,1.01,1.01
2023,2,County,Illinois,"Cumberland County, Illinois",Private,101 Goods-producing,,42,915,938,949,"16,358,974","1,347",2.15,2.83
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1011 Natural resources and mining,,12,121,122,120,"2,244,213","1,427",3.21,5.52
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1012 Construction,N,20,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1013 Manufacturing,N,10,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Cumberland County, Illinois",Private,102 Service-providing,,119,"1,558","1,556","1,604","14,246,153",697,0.76,0.58
2023,2,County,Illinois,"Cumberland County, Illinois",Private,"1021 Trade, transportation, and utilities",,37,698,708,722,"6,960,048",755,1.32,1.26
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1022 Information,,4,8,8,9,"52,904",488,0.16,0.04
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1023 Financial activities,,11,146,144,145,"1,698,817",901,0.86,0.57
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1024 Professional and business services,,14,18,21,22,"153,721",582,0.05,0.02
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1025 Education and health services,,20,427,422,414,"4,109,708",751,0.89,0.83
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1026 Leisure and hospitality,,16,198,189,229,"843,706",316,0.70,0.49
2023,2,County,Illinois,"Cumberland County, Illinois",Private,1027 Other services,,17,63,64,63,"427,249",519,0.71,0.56
2023,2,County,Illinois,"DeKalb County, Illinois",Total Covered,"10 Total, all industries",,"2,013","35,892","36,075","36,312","484,703,885","1,033",1.00,1.00
2023,2,County,Illinois,"DeKalb County, Illinois",Federal Government,"10 Total, all industries",,22,201,204,207,"3,262,461","1,230",0.30,0.26
2023,2,County,Illinois,"DeKalb County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"DeKalb County, Illinois",Local Government,"10 Total, all industries",N,68,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"DeKalb County, Illinois",Private,"10 Total, all industries",,"1,922","27,229","27,345","27,656","359,519,006","1,009",0.89,0.87
2023,2,County,Illinois,"DeKalb County, Illinois",Private,101 Goods-producing,,450,"5,991","6,078","6,264","112,315,899","1,414",1.16,1.42
2023,2,County,Illinois,"DeKalb County, Illinois",Private,1011 Natural resources and mining,,55,391,408,413,"6,688,119","1,273",0.90,1.20
2023,2,County,Illinois,"DeKalb County, Illinois",Private,1012 Construction,,266,"2,159","2,216","2,345","51,709,029","1,776",1.23,1.92
